Tweet_number,rawContent,timestamp,ID,replyCount,retweetCount,likeCount
266,"This should bring us up to 18 criminal investigations for Donald Trump.

https://t.co/Sd74AteUxZ",2018-12-30 14:27:56+00:00,1.08E+18,114,1250,3698
267,Melania Trump's trip to Iraq marked first war zone visit by a first lady in over a decade https://t.co/bwY0H3JqSx,2018-12-30 14:23:31+00:00,1.08E+18,3936,7672,45856
268,"They are auditioning the arguments they will use to assure Trump he has not caved, when he caves.",2018-12-30 14:19:38+00:00,1.08E+18,295,2044,7123
269,President Truman said “The buck stops here.”  President Trump says: “It’s always everybody else’s fault.”,2018-12-30 14:11:52+00:00,1.08E+18,117,723,3527
270,"Kelly says the ""wall"" was abandoned as a concept early in the administration. Trump still said ""wall"" for most of the last two years https://t.co/HtliMWnOkX",2018-12-30 13:47:58+00:00,1.08E+18,152,629,1439
271,"The current theme out of some in the WH comms shop is “there’s no chaos to see in this White House,” a narrative Trump has hoped will replace the actual reporting. This Kelly interview affirms most of the real-time reporting about how it is there.  https://t.co/DCD9kvaQKY",2018-12-30 13:44:40+00:00,1.08E+18,246,1287,3604
272,"Trump stood up in front of our troops and lied repeatedly to their faces for over 15 minutes about nonexistent pay raises and other self-serving nonsense. What could possibly be more disrespectful? (other than committing treason to steal the Presidency)
https://t.co/3cdnE29ECv",2018-12-30 13:42:27+00:00,1.08E+18,115,573,1231
273,Giuliani taunts special counsel Mueller with challenge to 'put up or shut up' in Trump probe https://t.co/ke5KiEY1Sc,2018-12-30 13:40:36+00:00,1.08E+18,1135,291,730
274,"Trump doesn't know any better. He's a spoiled narcissistic developmentally stunted product of wealth and privilege. 

But those around him? Men like Kelly, Mattis, Flynn, Sessions, THEY know. 

They know they're doing evil. 

They know they are the bad guys. 

THEY know.",2018-12-30 13:33:52+00:00,1.08E+18,123,744,2653
275,Is 2018 over yet? Donald Trump wrung a whole lot of failure out of one long year - NY Daily News https://t.co/omUeuqO55N,2018-12-30 13:01:39+00:00,1.08E+18,98,419,1481
276,"@AshaRangappa_ I tried to read further so others wouldn’t have to. They support Trump because 1) grandpa told them never trust anyone who supports a Clinton; 2) Bill was just as bad; &amp; 3) Trump isn’t really a racist, he’s just putting on a show.",2018-12-30 12:55:14+00:00,1.08E+18,167,199,1260
277,"In the weeds but - Giuliani tells the Hill on 12/27/18 that Trump DID tell Comey to lay off Flynn, after telling the NYT on 8/12/18 Trump NEVER said lay off Flynn, but on 7/8/18 he told Stephanopoulos that Trump DID say it. Giuliani is becoming less credible than Roger Stone.",2018-12-30 12:45:02+00:00,1.08E+18,109,540,2440
278,"“To be honest, it’s not a wall,” John Kelly told the LA Times in an interview. The last time Kelly went on Fox and said the president was “uninformed” on the wall during the campaign, Trump shouted at him so loudly it could be heard outside Oval. This time, Kelly is out.",2018-12-30 12:37:47+00:00,1.08E+18,142,1280,4713
279,"@GlennKesslerWP @YLindaQiu @sarahkendzior @jayrosen_nyu @brianbeutler @drvox @JoshuaGreen 12) I believe the press is undergoing a generational institutional adjustment, and that Trump’s corruption of our politics w/disinformation is failing. 

My book tries to tell this story with history/scholarship in an effort to reckon w/it seriously. FIN

https://t.co/6sh4mn4uBT",2018-12-30 12:33:00+00:00,1.08E+18,62,578,2599
280,Trump's trade wars leave U.S. farmers 'helpless' as other nations gain advantages: U.S. Wheat Associates says that the American agricultural market is facing an “imminent collapse” after Trump withdrew the US  from the Trans-Pacific Partnership.  https://t.co/gIrSQ792le,2018-12-30 12:29:34+00:00,1.08E+18,286,1168,999
281,"These were two little kids that got sick &amp; died. But instead of solutions (medical at border, work w/countries) we get a triple tweet special 🎰: Blame, Game &amp; (the ultimate goal of it all) Fame: Trump’s tweets on children dying in U.S. custody are new low https://t.co/uVVz2VFzLD",2018-12-30 12:28:41+00:00,1.08E+18,413,3247,9735
282,"“To be honest, it’s not a wall.” EXCLUSIVE: John Kelly’s exit interview as Trump’s embattled White House Chief of Staff - Los Angeles Times https://t.co/bkxak7Djma @latimes",2018-12-30 12:13:00+00:00,1.08E+18,253,586,1075
283,"@GlennKesslerWP @YLindaQiu 4) Why does Trump lie *all the time* about *everything,* even the most trivial, easily disprovable matters?

The frequency and the audacity of Trump’s disinformation is the *whole point* of it -- to wear you down. More and more of the lies slip past, undetected and uncorrected.",2018-12-30 12:09:10+00:00,1.08E+18,94,2148,6048
284,"@GlennKesslerWP 3) Meanwhile, @YLindaQiu points to a pattern in which Trump regularly converts his falsehoods into “alternative facts” through “sheer force of repetition.”

This is the essence of the matter.

https://t.co/bmAmFt0YPb",2018-12-30 12:08:14+00:00,1.08E+18,69,1438,4504
285,"1) As Trump ends the year with a flood of lies about his wall, we need to recapture a core truth about this presidency.

Trump isn't “twisting the truth” or “stubbornly refusing to admit error.”

Trump is engaged in *disinformation.*

This is a different thing entirely.

*THREAD*",2018-12-30 12:04:01+00:00,1.08E+18,654,11558,26349
286,"47% of Americans blame President Trump for partial government shutdown, a Reuters/Ipsos poll finds.   https://t.co/jhNifTTsJM",2018-12-30 12:00:08+00:00,1.08E+18,887,510,1788
287,Trump’s presidential library should be a vacant building surrounded by a steel slat wall.,2018-12-30 11:13:37+00:00,1.08E+18,951,1421,8976
288,"Next sentence: “And Mr. Trump has indicated to people that he believes the shutdown will slow down the Democrats in other pursuits, such as oversight investigations into his administration.”",2018-12-30 11:05:09+00:00,1.08E+18,71,435,1230
289,Sajid Javid and the “migrant crisis” is from exactly the same playbook as Trump and the “Caravan.”,2018-12-30 09:33:04+00:00,1.08E+18,177,1309,5002
290,"Trump wants everyone to believe  'The Wall' (fence!) will deter immigrants.  

Britain has migrant issues too, and we're an island!  On boats, in the back of trucks, you name it. 

And that's without digging tunnels!

It's almost like Trump is a total fcuking idiot...",2018-12-30 09:02:26+00:00,1.08E+18,1287,3324,12026
291,The comical incompetence of President Trump https://t.co/BvAGC2RBKl,2018-12-30 08:31:43+00:00,1.08E+18,121,790,4730
292,"Yes, and Whitaker can be indicted, and should be if he so much as looks like he is doing Trump’s bidding in impeding Mueller’s investigation!",2018-12-30 07:49:28+00:00,1.08E+18,100,2942,8327
293,"After all I have seen, I now believe Donald Trump can do nothing, no matter how horrible or evil, to lose his base.
They’re just as fucked up as he is.",2018-12-30 07:24:11+00:00,1.08E+18,276,793,4126
294,"Trump used his ‘caravan’ to stoke xenophobia. 

Sajid ‘major incident’ Javid is using a tiny number of boats &amp; a handful of unaccompanied minors. 

Great for pre-Brexit vote headlines. 

Pretty sickening for basic human decency. https://t.co/JARdWROYNs",2018-12-30 07:20:35+00:00,1.08E+18,94,1071,2436
295,"Democrat Party &amp; Liberal Media are FIGHTING Trump to bring these ""Men"" to America!

Reporter in Islamic Jordan asks young men: ""What would they do if their sister decided to work or move to a different city?""

""I would KILL her - My Father, Uncles, &amp; Relatives give me that RIGHT"" https://t.co/Jrsb7lA6rf",2018-12-30 07:16:56+00:00,1.08E+18,533,2140,1711
296,"CNN runs a segment on how Trump's use of ""witch hunt"" offends witches https://t.co/PSsk8ZOXkR",2018-12-30 07:14:37+00:00,1.08E+18,3102,2726,7945
297,"You ever suddenly think of Matt Lauer and how he treated Hillary Clinton like shit then turned around and practically patted trump on the head while gently tossing softballs at him? 

I just did. It makes me go temporarily blind with fury.",2018-12-30 06:58:00+00:00,1.08E+18,70,232,1319
298,Anyone surprised? Trump-Russia: Republican probe of alleged FBI bias ends 'with a whimper' | US news | The Guardian ⁦@MSNBC⁩  https://t.co/CNEDHG56eU,2018-12-30 06:10:52+00:00,1.08E+18,116,548,1996
299,"Leg-breaking Russian thugs: Paul Manafort pressured by Russians to pay back debt while Trump's campaign chair, Time magazine says
https://t.co/6W4Rf5EJFb",2018-12-30 06:06:16+00:00,1.08E+18,94,745,1645
300,"Ken Starr is right on this one.
And @realdonaldtrump certainly deserves it.

Donald Trump Can Be Indicted While President, Says Bill Clinton Special Prosecutor Ken Starr https://t.co/21aPrcH6Xb",2018-12-30 05:23:42+00:00,1.08E+18,331,4040,11196
301,"This guy literally started yelling at @pattonoswalt not to mock Trump during his set.

That was the wrong thing to do.

""Your hero fucks hookers, pal! Hookers! Hookers! And that's okay! Bet let's not pretend!""

I'm dead. Reno is shook. I keep watching older people walk out. 🤣🤣",2018-12-30 05:10:07+00:00,1.08E+18,215,679,12930
302,"I've never seen a human engender such hatred. And while I don't believe in hatred, the hatred of Trump and his despicable  behavior seems like a necessary response to maintain one's sense of right and wrong.",2018-12-30 04:48:31+00:00,1.08E+18,263,1384,5487
303,"Let’s play Family Feud! 

Name something that triggers a Trump supporter? 

GO! https://t.co/APE53G6MaL",2018-12-30 04:41:27+00:00,1.08E+18,2920,408,1305
304,"I don’t get the logic behind threatening to unfollow me cuz you don’t like my language or that I don’t post about trump 24fucking7.

A) I couldn’t give less fucks.
B) I’m NOT here for followers I’m here to fucking resist.
C) Fuck you🖕🏻💋

Take your pick and shove it sideways 🙃😎",2018-12-30 04:33:46+00:00,1.08E+18,142,161,1209
305,this is the host Trump just quoted  https://t.co/yiffZlKyzQ,2018-12-30 04:25:23+00:00,1.08E+18,248,383,1076
306,"“I am proud to shut down the government for border security, Chuck. … I will take the mantle. I will be the one to shut it down.""
-- Donald J trump, Dec. 11, 2018

Surely you all remember this. It was the day Nancy Pelosi whooped his ass WITHOUT a magazine.",2018-12-30 03:54:29+00:00,1.08E+18,100,1624,4139
307,"Trump is seeking permission to build a dock at Mar A Lardo, at taxpayer expense, while 42,000 veterans have no place to sleep tonight. Must be investigated.",2018-12-30 03:38:50+00:00,1.08E+18,558,5138,9282
308,The Mueller investigation is so far up Trump’s ass it can shake hands with Lindsey Graham.  https://t.co/JAHitUCwjh,2018-12-30 03:34:34+00:00,1.08E+18,515,2193,7332
309,"hey Trump, it's Saturday night. maybe turn off the TV and wander down the hall and see if that green-card trophy wife of yours will throw one your way. ha ha j/k, she hates your guts",2018-12-30 03:32:01+00:00,1.08E+18,135,304,2628
310,The Republican House literally said the opposite of this when they closed their investigations in to both on Friday. Trump is literally tweeting this to counter a real story. This is real fake news.,2018-12-30 03:25:19+00:00,1.08E+18,174,1855,4062
311,Donald Trump is quoting a man who had to take “a vacation” after he suggested he’d like oral sex from the President’s daughter.,2018-12-30 03:23:03+00:00,1.08E+18,225,1878,6611
312,"Ready for more crap from the Sunday morning talking heads &amp; expert, professional Trump Haters?

After another week of Democrats &amp; RINOs, it's clear that Trump is the only person in Sodom &amp; Gomorrah trying to do the peoples work!

This Nation has problems! 
Where is Congress?",2018-12-30 03:19:10+00:00,1.08E+18,137,550,1070
313,"Basically, Trump has made whataboutism way too easy for the left going forward. Future scandals? Lies? Incompetence? “Well, when TRUMP was president, you didn’t care, so...”

The bar is so low, not even Jeff Sessions could limbo under it.",2018-12-30 03:15:13+00:00,1.08E+18,78,618,3549
314,"Trump's New Jersey golf club accused of giving fake green cards, Social Security numbers to undocumented employees https://t.co/CmpOnhSQLC",2018-12-30 02:51:44+00:00,1.08E+18,89,567,1075
315,"Can you feel it?
It feels like we’re on the cusp
We’re on the edge &amp; about to dive headfirst into the year when Trump goes down
&amp; the GOP will start to pay instead of being paid
We’re gonna take back our Country &amp; embrace Democracy again
Do you feel it?
I’m pretty sure Trump does",2018-12-30 02:50:09+00:00,1.08E+18,297,1273,5261
316,"Yet another problem with Trump’s border wall fantasies:

Could A 50-Year-Old Treaty Stop The Border Wall? https://t.co/zkWlFvWKZB",2018-12-30 02:13:26+00:00,1.08E+18,93,826,1677
317,"Can you imagine an American President lyin’ about the deaths of innocent children?

No one deserves swift and bitter justice more than Donald Trump. Millions upon millions will cheer his fall from power.

https://t.co/UWpf6Jpz8A",2018-12-30 02:08:35+00:00,1.08E+18,147,1474,3866
318,"While we correctly blame Trump for his racist border policies that have now resulted in the deaths of 2 children seeking asylum, let us not forget that it was the Clinton administration that deliberately made the desert deadly for migrants:   https://t.co/EAqVBJgmfZ",2018-12-30 02:01:49+00:00,1.08E+18,320,531,1489
319,The nude selfie is of Chris Christie laying on a couch and Donald Trump is drawing him Titanic style.,2018-12-30 01:57:49+00:00,1.08E+18,800,607,5973
320,The FBI have collected FAKE GREEN CARDS that Trump’s managers gave to illegal immigrants working at his golf clubs &gt;&gt;  https://t.co/9tYRQrupNS,2018-12-30 01:44:42+00:00,1.08E+18,126,1174,2402
321,"Fed and state investigators are scrutinizing employment docs of immigrants without legal status who say they worked at Trump's Bedminster club, their attorney says. It indicates that investigators may be launching a probe into the club's hiring practices. https://t.co/aSvVbD2zjf",2018-12-30 01:30:02+00:00,1.08E+18,113,1549,3496
322,"To quote @TheRickWilson :  ""if you're like me, the Trump presidency has turned you into a light sleeper. Admit it. Some nights, when the world is quiet but your mind is racing, you che k Twitter to see if he's started a nuclear war.""",2018-12-30 01:18:52+00:00,1.08E+18,204,703,3520
323,Trump did not master the art of the deal.,2018-12-30 01:17:16+00:00,1.08E+18,207,281,1868
324,"FBI collected fake green cards that Trump’s managers gave to illegal immigrants working at his golf club: report

https://t.co/aubsyAa0mu",2018-12-30 01:11:31+00:00,1.08E+18,187,2020,2764
325,I’m with @HamillHimself here. Trump is sickening. But he doesn’t have the sort of mental illness that could reduce his moral or legal culpability. He’s fully accountable for all the death and suffering he has caused while blaming anyone but himself.,2018-12-30 01:10:56+00:00,1.08E+18,76,627,2285
326,"President Donald Trump said the two Guatemalan children who died in U.S. custody were ""very sick"" when they arrived, even though authorities say the two migrants passed initial health checks. https://t.co/He7apX99Ae",2018-12-30 01:03:25+00:00,1.08E+18,1031,2043,3463
327,"According to Donald Trump, in the migrant caravan, there are:
•Rapists
•Criminals
•Terrorists
•Bad people with a lot of problems
We should rename it the Republican caravan.",2018-12-30 01:00:46+00:00,1.08E+18,119,901,2274
328,"The tweets marked Trump’s first public comments about the deaths of the immigrant children, and he offered no empathy to the families and took no responsibility for the government’s handling of their cases. https://t.co/AOlg6EEKWv",2018-12-30 00:54:02+00:00,1.08E+18,560,1825,4051
329,Trump said Mexico would pay for the wall. Say it with me. Trump said Mexico would pay for the wall.,2018-12-30 00:46:38+00:00,1.08E+18,1580,15322,52269
330,Don’t let this be overlooked: government contractors — who do everything from janitorial work to computer software development — may never get retroactively paid. They didn’t sign up to be a bargaining chip for Trump’s useless wall.,2018-12-30 00:46:00+00:00,1.08E+18,3528,9233,33389
331,"As the walls cave in around Donald Trump and Dems take control of the House, it's time for Republicans who knew they put a dangerously unqualified buffoon in the WH to either help contain the damage or get the hell out of the way. Read more—won’t you? https://t.co/1PkdWPjhR6",2018-12-30 00:33:01+00:00,1.08E+18,2740,14496,45432
332,"Opinion: With Trump, there is no bottom https://t.co/XRhS8KXaet",2018-12-30 00:18:57+00:00,1.08E+18,226,457,995
333,"Always refer to the wall as ""the fence""… it pisses Trump supporters off to no end, and it's even funnier now that Trump has admitted he lied about it being a wall!",2018-12-30 00:16:17+00:00,1.08E+18,196,809,4055
334,"Hey Trump supporters...asking a small favor of you tonight...I’m trying to see just how censored by @twitter my account really is...So if you can see this, please like/retweet or just leave a comment...just engage in some way if you see this! Thank you!",2018-12-30 00:09:25+00:00,1.08E+18,509,1090,2965
335,"Remember: we're borrowing money from the Chinese to pay a subsidy to farmers who aren't selling their soy beans to the Chinese because Trump has a trade war with the Chinese.

Cue Inception music.",2018-12-30 00:08:47+00:00,1.08E+18,832,11204,27031
336,"Paul Manafort pressured by Russians to pay back debt while Trump's campaign chair, Time magazine says https://t.co/G03oBd43JW https://t.co/UpkDUnkBKj",2018-12-30 00:01:27+00:00,1.08E+18,190,1025,1446
337,Trump's lies sometimes seem strategic. But polls shows that most Americans see right through it &amp; realize he's untrustworthy. https://t.co/8jpwnIYlET,2018-12-29 23:55:45+00:00,1.08E+18,279,573,2028
338,"“We can choose to reject that toxic environment and look to role models -- like Melania Trump -- who encourage us to stay focused and rely on our better angels to make the world a better place.” -@HeyTammyBruce
https://t.co/MvjVjwCnPC",2018-12-29 23:55:00+00:00,1.08E+18,1567,1483,5634
339,"The Trump Administration is continuing its attack on the public health of our children and our communities. The evidence is clear: mercury is a toxin that causes learning disabilities, loss of IQ, asthma attacks, heart attacks and premature deaths.
https://t.co/nlfvcIuVM3",2018-12-29 23:49:10+00:00,1.08E+18,229,2172,3622
340,MOMENTUM GROWS: Nearly 60 percent of registered voters believe that President Trump should be impeached or censured. https://t.co/Mll5GlG19n #ImpeachTrump,2018-12-29 23:44:45+00:00,1.08E+18,137,1141,2750
341,"What a nice man.

Trump Blocks Federal Workers’ Pay Hike While They’re Out Of A Job

In the middle of a government shutdown, Trump ordered that federal worker pay not be increased for 2019.

https://t.co/0xEp77WMVt",2018-12-29 23:43:04+00:00,1.08E+18,145,395,561
342,"In 2014, Trump tweeted: ""If this doctor, who so recklessly flew into New York from West Africa,has Ebola,then Obama should apologize to the American people &amp; resign!""",2018-12-29 23:40:44+00:00,1.08E+18,77,779,1853
343,"This is a dubious claim. The rich sure didn’t buy the 2018 midterm. And who had the most $$ in the ‘16 GOP primary? Jeb Bush. Trump had plenty of his own, but spent very little. Hillary? She had more money, but Bernie raised plenty. It was not why he lost.",2018-12-29 23:40:02+00:00,1.08E+18,351,789,2592
344,"Did you know:

The EU funded billions of Euros for a 764 Kilometer border wall between Turkey and Syria

Just like the walls in:

Hungary

Vatican City

Israel

The same hypocritical globalist liberals who attack Trump’s border have built walls all over Europe &amp; the world!",2018-12-29 23:25:24+00:00,1.08E+18,351,3443,7935
345,It has been one week since President Trump decided to shut down the government over his demand for a $5 billion border wall. Federal employees continue to go without pay because of the President’s temper tantrum over a wasteful and ineffective wall.,2018-12-29 23:18:36+00:00,1.08E+18,1283,3155,10422
346,I think the technical term for Trump’s character is scum.,2018-12-29 23:11:53+00:00,1.08E+18,120,619,2523
347,"""Apprentice"" producer: We ""struggled to make Trump seem coherent"" https://t.co/dBb3oDSgWp https://t.co/O6KdtxkORp",2018-12-29 23:05:05+00:00,1.08E+18,128,435,979
348,"And they will. The good guys will win. Trump will fail because he's failed at everything his entire life. 

WE WILL PREVAIL.

[END]",2018-12-29 22:58:46+00:00,1.08E+18,96,351,1679
349,Trump is so concerned about furloughed employees that he just ordered a federal pay freeze. https://t.co/0m7GcMuKak,2018-12-29 22:56:01+00:00,1.08E+18,224,729,964
350,"Who is in charge of the border? The Department of Homeland Security (DHS). 
Who is in charge of DHS? 
Democrats?
@realdonaldtrump is completely nuts.

Trump blames Dems for deaths of migrant children on the border @CNN https://t.co/vJOtu1TMu4",2018-12-29 22:41:57+00:00,1.08E+18,435,2908,7798
351,"As legal walls close in on Trump, Whitaker refuses to recuse himself for exactly the reason he was appointed—to protect Trump. His defiance of DOJ ethics threatens to impede the Special Counsel, perhaps causing complicity in ongoing obstruction conspiracy. https://t.co/v6CmzM4pMc",2018-12-29 22:27:58+00:00,1.08E+18,1118,5133,11610
352,"The profound moral rot @realDonaldTrump is perpetuating in this country will have to be combatted for years to come

The harsh truth: gaslit for decades by conservative media &amp; the @GOP, many in Trump's base aren't ""overlooking"" his cruelty…

They love it https://t.co/3hnkG0dqc9",2018-12-29 22:16:06+00:00,1.08E+18,238,1904,3830
353,"trump is scaring the crap out of me.  I'm concerned he may be both evil and insane.  God only knows what he may try doing as impeachment time approaches  Anyone feel this way, or is it just me?",2018-12-29 22:10:54+00:00,1.08E+18,2526,2384,12875
354,What would you do if President Trump resigned today? I would probably march in the streets! What would you do?,2018-12-29 21:45:53+00:00,1.08E+18,2356,497,3276
355,"Who is more deplorable?

Trump for blaming the immigrant children’s deaths on Democrats.

Or the people who voted for him.",2018-12-29 21:34:42+00:00,1.08E+18,1248,1936,8686
356,FUN FACT: Donald Trump is under 17 separate criminal investigations.,2018-12-29 21:25:22+00:00,1.08E+18,355,2601,8962
357,Reminder to press: in a few days it is time for Trump’s annual physical and this time his doctor won’t be Ronny Jackson.,2018-12-29 21:24:57+00:00,1.08E+18,228,717,2524
358,"Trump CANNOT LEAD
Trump CANNOT NEGOTIATE
Trump CANNOT GOVERN

TRUMP IS NOW HELD  HOSTAGE BY HIS BASE.
They want what he promised.
And there is NO WAY the dems are going to give in, to his WALL whims

He's cornered
Nancy Pelosi has TRUMP in a stranglehold! 😂

 Agree? RT",2018-12-29 21:17:46+00:00,1.08E+18,616,4494,8075
359,"Trump lying again. Said Melania is first ""first lady"" to visit troops. See photo. Shitty liar. https://t.co/V6WXr9QGs8",2018-12-29 21:14:23+00:00,1.08E+18,133,772,1517
360,"Trump calls Russia a “hoax.”

Let’s review:
80 Contacts b/w Trump campaign &amp; Russia
26 Russians indicted for attacking election
5 Trump advisors guilty &amp; cooperating
1 Trump Jr met w/ Russia in Trump Tower
1 Treason Summit in Helsinki

RUSSIA’S NOT A HOAX.
TRUMP’S PRESIDENCY IS.",2018-12-29 21:09:12+00:00,1.08E+18,98,1674,5044
361,"Terminal case of #TrumpDerangementSyndrome 

“Trump-Hating Lefty FIRED After MELTDOWN Caught On VIDEO” (profanity)

https://t.co/CLHkXstm24",2018-12-29 21:09:07+00:00,1.08E+18,208,426,1683
362,I love that Trump supporters think I’m really an Anonymous White House Official even though I clearly have a profile pic.,2018-12-29 21:05:24+00:00,1.08E+18,407,353,5191
363,"NEWS: Trump takes away modest raises from 4 million working people, using deficit he created as excuse. 

A message to the millions of Americans who depend on modest cost of living increases. Screwing working people is a consistent thread in his career.

https://t.co/G7sXOw50y4",2018-12-29 21:03:43+00:00,1.08E+18,323,4687,7389
364,FUN FACT:  Trump owns the #TrumpShutdown. https://t.co/M4JRn6HGma,2018-12-29 20:50:46+00:00,1.08E+18,95,1108,2315
365,"""He's trapped,"" Republican strategist Mike Murphy said of Trump. ""He's playing poker holding two threes and suddenly putting all of his chips in. It's pure emotion, the mark of a panicking amateur."" https://t.co/n4wiH07FsQ",2018-12-29 20:50:10+00:00,1.08E+18,139,1493,4107
366,"North Korea has launched ZERO missiles in 2018.

This is the Trump Effect...",2018-12-29 20:25:20+00:00,1.08E+18,120,1498,6240
367,"Has anyone heard Trump say one word or sorrow or empathy or concern about the 2 dead children?

All I hear is the typical 2 year tantrum throwing brat flinging the blame around. ""It's the Democrats fault children have died because I shut down the border!"" 

This is a BAD person.",2018-12-29 20:18:34+00:00,1.08E+18,313,1239,4600
368,"Politics is about give &amp; take, but Trump’s only tool when he doesn’t get his way is a temper tantrum. Not only does he own the shut down - he already told us on national TV he would take it - he owns an entire array of broken promises &amp; dysfunctional policies.",2018-12-29 20:16:20+00:00,1.08E+18,76,553,1833
369,"More Trump crimes? I’m shocked, shocked! How can this possibly be?",2018-12-29 20:09:17+00:00,1.08E+18,314,3037,10077
370,"Sometimes Trump's tweets are even more shocking when read out loud. @RyanNobles on @CNN: ""The president says Democrats are to blame when children die at the border. That's not reading between the lines or interpreting something out of context, those are his words directly.""",2018-12-29 20:04:30+00:00,1.08E+18,375,643,2590
371,"I'd say that my favorite TRUMP LIE so far would probably be ""Mexico is going to pay for the wall -- 100 percent!"" However, there are so many of his lies to choose from!! What's YOUR favorite lie by our #MoronPresident?
#TrumpLies",2018-12-29 19:58:59+00:00,1.08E+18,1359,1157,4062
372,"I know morally deaf Trump can’t hear the hearts beating under his floorboards. But who around the Syndicate might be even slightly touched with guilt over the exterminationist racism, the gangsterism, the lies, the graft, the dead bodies? Does any one of them feel guilt or shame?",2018-12-29 19:40:40+00:00,1.08E+18,85,218,1012
373,Trump’s casual cruelty is always breathtaking. We can’t become immune to it.,2018-12-29 19:38:31+00:00,1.08E+18,282,1566,7418
374,"Today trump freezes pay for federal workers. Once again, I have ask, “why would anyone with a brain support this lying coward?” After his idiotic wall shuts down the government, now he takes away raises while he travels to his rallies and plays golf. This clown has to go",2018-12-29 19:35:51+00:00,1.08E+18,73,550,1242
375,"Trump is now calling himself America’s favorite president. 

He’s my favorite by far!

Raise your hand if Trump is your favorite President. 🙋🏽‍♂️",2018-12-29 19:26:33+00:00,1.08E+18,1083,1669,5803
376,Trump’s best friend is an imaginary wall.,2018-12-29 19:19:32+00:00,1.08E+18,209,574,2801
377,"One third of the Federal workforce are veterans. Trump just canceled their pay raises after shutting down the government — he says there’s not enough money for these public servants in the budget, even though there was plenty for his billionaire tax scam. https://t.co/3EF2yda0OT",2018-12-29 19:09:09+00:00,1.08E+18,211,3301,4878
378,"If there was no twitter, no cable television, no rallies and no golf - what would trump do all day? Maybe...work? Nah.",2018-12-29 19:06:55+00:00,1.08E+18,389,546,4110
379,"I’m also not sure why McCaskill is covering for the GOP by saying they “secretly think Trump is nuts”.

Nobody cares. Trump is melting down our institutions and inciting division between people. At any time GOP could have checked him and choose not to.

They’re accomplices.",2018-12-29 19:05:56+00:00,1.08E+18,4389,17261,96226
380,"THIS IS A LIE. REPEAT. THIS IS A LIE.

And it’s sick as hell. He is completely demented. There’s never been such a slimy pathetic liar serving as a fake president. He is weak. And small. And terrified. Trump has blood on his hands and he knows it. It’s his policy. He owns this.",2018-12-29 18:53:47+00:00,1.08E+18,179,2012,4857
381,"Trump translation:

I will do nothing to stop children from dying unless you give me what I want.

⚠️TW⚠️ https://t.co/p9AP0D8ZlG",2018-12-29 18:52:14+00:00,1.08E+18,141,793,1963
382,"Trump blames Dems for migrant kids dying.

No.

DHS told reporters child hasn’t died in CBP custody in 10 years — now two in a month.

Deterrence policy funneling migrants to deadly crossings started under Clinton but *only* targeted families under Trump. https://t.co/vfyEZZi3kt",2018-12-29 18:49:52+00:00,1.08E+18,234,3648,8901
383,"I had missed this: Grassley is stepping down from the powerful position chairing the Senate Judiciary Comm and Trump sycophant Lindsey Graham is taking over.  
 https://t.co/7TzfWboDZe via @nbcnews",2018-12-29 18:41:31+00:00,1.08E+18,334,572,682
384,"Trump even freezes promised 2% pay increase, including military personnel. Trump signs executive order to freeze pay for federal workers while gov is still shut down https://t.co/XjXoDdUqtL",2018-12-29 18:40:40+00:00,1.08E+18,249,831,810
385,"American agriculture gets stiffed by @realdonaldtrump,
yet again.

Trump ditched the TPP. Now it's going into effect without the US @CNN https://t.co/w6mCYrloYt",2018-12-29 18:36:31+00:00,1.08E+18,110,1072,1988
386,"KARMA: A lunatic democrat assaulted a customer in a Trump shirt at a vape shop. 

The calm Trump supporter pulled out his phone, filmed the deranged democrat's bigotry, &amp; the employee has been fired. 👏
https://t.co/L3nYg7ANnH",2018-12-29 18:35:50+00:00,1.08E+18,255,982,2560
387,"Not sure why fmr Sen. McCaskill keeps going on TV to call me a “thing” and “shiny object,” but it’s pretty disappointing.

McCaskill promised she’d “100% back Trump up” on his anti-immigrant rhetoric &amp; lost. In MO, almost all progressive ballot issues won. https://t.co/53qKvnr8KG",2018-12-29 18:35:24+00:00,1.08E+18,3217,4707,26853
388,"When you’re a horrendous deal maker, it’s particularly daunting to go up against someone who has world class skills. Nancy Pelosi will clean Donald Trump’s clock. There will be no ridiculous wall. The desperate fool will continue to flail &amp; ultimately fail. #TrumpResign",2018-12-29 18:29:35+00:00,1.08E+18,1319,7215,32407
389,"Sadly, there is one disturbing reason why Trump's daily lies, and corruption are tolerated by so many. After the dignity and grace of America's first black president, bigots were prepared to excuse a person who represented the worst of humanity -- as long as he was white. #AMJoy",2018-12-29 18:02:49+00:00,1.08E+18,82,605,1521
390,"Something that gets overlooked is the sheer incompetence of Trump’s “listen to my gut” approach to policymaking &amp; the longterm, potentially irremediable damage it does to our economy, our national security, our respect for our fellow human beings.",2018-12-29 17:49:55+00:00,1.08E+18,88,746,1931
391,"Isn’t it ironic that trump’s policies hurt his supporters the most? Just wait until people start losing their food stamps, farms, jobs and 401(k)s due to his inadequacy, cluelessness and impulsivity.",2018-12-29 17:35:48+00:00,1.08E+18,202,795,2131
392,"The Pentagon announced Friday that Boeing was awarded a $400 million defense contract, just days after the company’s former top executive Patrick Shanahan was tapped by President Trump to be acting Secretary of Defense https://t.co/nrUkXOqmuG",2018-12-29 17:30:07+00:00,1.08E+18,216,1657,1528
